,Probe,Af_out
461662,cg26458775,1
446456,cg25516633,1
117545,cg05962028,1
379086,cg21226491,1
9761,cg00461682,1
410464,cg23280983,1
66482,cg03282889,1
113110,cg05722692,1
386683,cg21751146,1
8619,cg00407546,1
232959,cg12516686,1
403209,cg22857025,1
423157,cg24070823,1
97038,cg04864083,1
441696,cg25213055,1
154789,cg07963760,1
192496,cg10104810,1
435878,cg24851249,1
160296,cg08261158,1
219040,cg11685134,1
390589,cg22014600,1
26693,cg01277451,1
342358,cg18879010,1
163745,cg08457232,1
71983,cg03558688,1
358540,cg19901421,1
156195,cg08044927,1
354667,cg19683551,1
275800,cg14829953,1
322366,cg17654567,1
172207,cg08927631,1
35678,cg01742428,1
107938,cg05428701,1
479463,cg27495812,1
30609,cg01471537,1
242035,cg13103259,1
237676,cg12813482,1
104135,cg05233774,1
19781,cg00940560,1
165994,cg08579780,1
479500,cg27497751,1
502,cg00020778,1
374530,cg20955027,1
185646,cg09705922,1
481617,cg27620457,1
428570,cg24413314,1
479701,cg27509510,1
393197,cg22186557,1
244509,cg13263723,1
239520,cg12937438,1
115118,cg05839748,1
477212,cg27357318,1
116132,cg05892503,1
367641,cg20495903,1
79359,cg03946168,1
373731,cg20901464,1
470327,cg26951614,1
49319,cg02414626,1
432851,cg24677082,1
160655,cg08277486,1
282869,cg15259031,1
128994,cg06617490,1
124133,cg06346307,1
270765,cg14550076,1
335930,cg18480432,1
145300,cg07450671,1
367957,cg20519121,1
402880,cg22836605,1
287852,cg15587745,1
413859,cg23497611,1
314481,cg17162319,1
8693,cg00410926,1
52581,cg02582355,1
13695,cg00646200,1
412363,cg23401088,1
386936,cg21767295,1
290308,cg15726557,1
389044,cg21903324,1
462315,cg26497185,1
153208,cg07878951,1
94136,cg04714076,1
66212,cg03267139,1
344133,cg19001845,1
402016,cg22790870,1
126717,cg06493846,1
136814,cg07005459,1
337188,cg18559356,1
115794,cg05876232,1
57195,cg02811222,1
47906,cg02344833,1
352068,cg19523937,1
145114,cg07439037,1
131510,cg06746450,1
431171,cg24573261,1
243774,cg13217419,1
14988,cg00708603,1
300745,cg16357179,1
342553,cg18890461,1
263368,cg14190522,1
255348,cg13803196,1
3556,cg00158401,1
290013,cg15710143,1
394976,cg22314699,1
184250,cg09623472,1
62826,cg03085949,1
40370,cg01967416,1
125987,cg06452683,1
455217,cg26092192,1
447044,cg25558027,1
62429,cg03064900,1
12330,cg00578690,1
446577,cg25525572,1
107497,cg05402062,1
452831,cg25943118,1
53446,cg02624298,1
168809,cg08738346,1
120131,cg06102775,1
22237,cg01055279,1
370569,cg20688289,1
14927,cg00705508,1
297692,cg16181383,1
298071,cg16204238,1
256690,cg13873802,1
30381,cg01459389,1
366211,cg20403073,1
301902,cg16418289,1
468819,cg26870438,1
43463,cg02117535,1
324491,cg17803235,1
112885,cg05711036,1
94891,cg04752818,1
269080,cg14471560,1
342318,cg18877294,1
480763,cg27568550,1
472281,cg27064927,1
24695,cg01173332,1
469335,cg26896748,1
333896,cg18361185,1
471696,cg27032004,1
365136,cg20328736,1
63476,cg03123557,1
319233,cg17450621,1
9372,cg00445254,1
261782,cg14114322,1
78665,cg03906697,1
188513,cg09871679,1
164030,cg08470013,1
208074,cg11010178,1
207718,cg10989138,1
418847,cg23816927,1
128215,cg06573709,1
361158,cg20062893,1
284639,cg15386880,1
30670,cg01474677,1
51950,cg02551589,1
246314,cg13371501,1
479581,cg27503398,1
422211,cg24014805,1
249325,cg13513498,1
390097,cg21971896,1
432771,cg24672777,1
343758,cg18974111,1
290718,cg15751117,1
89477,cg04462209,1
104772,cg05265771,1
106402,cg05350879,1
132633,cg06799180,1
203632,cg10745988,1
52321,cg02571042,1
427120,cg24327522,1
443033,cg25307077,1
406214,cg23035419,1
57139,cg02807859,1
125402,cg06417644,1
226283,cg12095594,1
199194,cg10489414,1
91607,cg04573397,1
272259,cg14620958,1
50057,cg02458885,1
186351,cg09753644,1
426524,cg24290251,1
119766,cg06084702,1
402110,cg22795307,1
208437,cg11032038,1
452671,cg25934944,1
439994,cg25104584,1
389688,cg21942218,1
108201,cg05448721,1
185359,cg09688763,1
447604,cg25593159,1
226642,cg12116462,1
205208,cg10835413,1
136958,cg07011512,1
373054,cg20847733,1
264249,cg14228269,1
56900,cg02794920,1
191191,cg10031989,1
136050,cg06962970,1
303420,cg16508857,1
76675,cg03797957,1
91775,cg04581004,1
219602,cg11717557,1
27250,cg01304080,1
12891,cg00603418,1
289753,cg15696821,1
392257,cg22125220,1
108477,cg05466767,1
21345,cg01014179,1
215499,cg11461663,1
281644,cg15175005,1
177199,cg09226888,1
65216,cg03214420,1
389026,cg21902325,1
129004,cg06617961,1
92965,cg04648494,1
99899,cg05008713,1
44807,cg02189951,1
44082,cg02150767,1
372626,cg20814202,1
98160,cg04918082,1
249908,cg13541588,1
138963,cg07113136,1
105687,cg05313918,1
257494,cg13912545,1
116252,cg05898343,1
22083,cg01048187,1
238398,cg12864221,1
361313,cg20071670,1
288799,cg15641446,1
9298,cg00441136,1
411940,cg23371584,1
244780,cg13280694,1
178060,cg09270028,1
307375,cg16712481,1
339786,cg18727948,1
105236,cg05292150,1
407241,cg23091117,1
198701,cg10457985,1
189284,cg09916663,1
329676,cg18111114,1
309350,cg16831471,1
53208,cg02613034,1
172070,cg08918582,1
61226,cg03004371,1
228792,cg12247976,1
471392,cg27014435,1
333392,cg18328681,1
158882,cg08186341,1
54559,cg02676889,1
406596,cg23054637,1
416977,cg23685870,1
107288,cg05391486,1
218264,cg11641102,1
121324,cg06176987,1
260178,cg14035860,1
478261,cg27420819,1
51674,cg02537638,1
14036,cg00663946,1
348159,cg19273683,1
260431,cg14047094,1
20653,cg00981928,1
109654,cg05527996,1
343871,cg18983818,1
158256,cg08152819,1
10143,cg00477776,1
255624,cg13816999,1
332113,cg18247897,1
369449,cg20622026,1
252489,cg13664067,1
288386,cg15617609,1
67338,cg03325726,1
90117,cg04496824,1
423428,cg24085502,1
4678,cg00217868,1
211931,cg11240495,1
446299,cg25506726,1
54940,cg02698900,1
406208,cg23035209,1
191031,cg10022553,1
18675,cg00887966,1
259610,cg14011486,1
361383,cg20076070,1
186669,cg09771468,1
334142,cg18378811,1
9030,cg00425764,1
392966,cg22168386,1
146718,cg07523712,1
367129,cg20463151,1
400649,cg22699004,1
98074,cg04913803,1
384908,cg21619885,1
61571,cg03024489,1
469146,cg26886056,1
232577,cg12494528,1
176406,cg09175833,1
192649,cg10112599,1
220888,cg11791921,1
253644,cg13717425,1
20842,cg00991192,1
210362,cg11153256,1
288951,cg15649045,1
324883,cg17824690,1
265407,cg14284424,1
390141,cg21975462,1
188228,cg09858782,1
360686,cg20030852,1
169897,cg08806401,1
209419,cg11092496,1
256153,cg13845724,1
195415,cg10261205,1
345849,cg19115205,1
331382,cg18204120,1
23145,cg01097314,1
16462,cg00779166,1
160246,cg08258719,1
147338,cg07556938,1
269685,cg14502319,1
161912,cg08347672,1
122864,cg06264972,1
121321,cg06176824,1
263024,cg14176273,1
50461,cg02478369,1
64440,cg03172688,1
379212,cg21233275,1
478764,cg27450667,1
294746,cg16000702,1
325825,cg17876758,1
447119,cg25562925,1
280013,cg15079222,1
23787,cg01129262,1
115955,cg05884167,1
472376,cg27070397,1
104133,cg05233670,1
79093,cg03932161,1
70282,cg03474941,1
161041,cg08296868,1
392011,cg22110888,1
280182,cg15088324,1
6487,cg00307662,1
240684,cg13016314,1
325491,cg17858005,1
205983,cg10884560,1
6880,cg00326788,1
428709,cg24422927,1
2169,cg00093220,1
80058,cg03982074,1
62232,cg03054846,1
467567,cg26802830,1
336735,cg18530568,1
97043,cg04864270,1
226435,cg12104547,1
291429,cg15803671,1
167982,cg08693745,1
382973,cg21506159,1
280488,cg15107117,1
408529,cg23176577,1
92616,cg04626915,1
276676,cg14877756,1
370792,cg20699492,1
271391,cg14578612,1
142619,cg07298431,1
391384,cg22063685,1
345099,cg19062354,1
408040,cg23146565,1
160761,cg08283206,1
397246,cg22479226,1
130295,cg06682073,1
245228,cg13308279,1
409969,cg23252997,1
46411,cg02275226,1
59185,cg02909890,1
186606,cg09767126,1
148118,cg07593801,1
227927,cg12193657,1
396011,cg22382004,1
321507,cg17589883,1
357543,cg19844232,1
199547,cg10505580,1
68065,cg03359666,1
176775,cg09197443,1
200468,cg10552189,1
159208,cg08203162,1
443991,cg25363292,1
280105,cg15084405,1
383255,cg21523688,1
98130,cg04916416,1
276635,cg14874893,1
474964,cg27226125,1
253151,cg13693646,1
139063,cg07118196,1
271233,cg14571493,1
337792,cg18594701,1
68661,cg03393223,1
94991,cg04758329,1
448200,cg25626166,1
98716,cg04946275,1
275241,cg14793086,1
385576,cg21661344,1
119094,cg06046344,1
77547,cg03848421,1
144823,cg07422644,1
370330,cg20675439,1
19719,cg00938050,1
108312,cg05455729,1
149017,cg07643061,1
251073,cg13595211,1
118227,cg05995555,1
220412,cg11762120,1
180563,cg09413176,1
326820,cg17942096,1
368751,cg20571462,1
361788,cg20103843,1
454024,cg26015040,1
384153,cg21575584,1
243087,cg13175532,1
123023,cg06275788,1
95302,cg04776040,1
261403,cg14094320,1
294323,cg15977933,1
461492,cg26448016,1
334106,cg18375960,1
339131,cg18686153,1
436150,cg24866203,1
414187,cg23516630,1
440797,cg25150960,1
473990,cg27167221,1
81788,cg04072301,1
1034,cg00041575,1
111134,cg05613083,1
8584,cg00405824,1
407264,cg23092218,1
194943,cg10234585,1
177522,cg09243507,1
464210,cg26605700,1
271768,cg14597067,1
292868,cg15888463,1
161920,cg08348186,1
333965,cg18366480,1
78296,cg03888814,1
128629,cg06598197,1
422250,cg24017800,1
196916,cg10350186,1
328269,cg18030798,1
258427,cg13955423,1
1765,cg00076487,1
414611,cg23540938,1
62400,cg03063511,1
131481,cg06745566,1
225246,cg12042187,1
35050,cg01709425,1
402835,cg22833612,1
130081,cg06670380,1
446380,cg25512381,1
277994,cg14962327,1
174899,cg09089615,1
293585,cg15929506,1
18446,cg00875511,1
164822,cg08514408,1
208076,cg11010344,1
193004,cg10131699,1
45347,cg02221520,1
465827,cg26693601,1
29499,cg01418351,1
162259,cg08367838,1
141324,cg07223344,1
361089,cg20059249,1
84711,cg04217215,1
149845,cg07693262,1
227037,cg12140867,1
420282,cg23908794,1
307665,cg16727916,1
279714,cg15062104,1
117742,cg05971789,1
482051,cg27643919,1
446514,cg25520701,1
257592,cg13916603,1
158694,cg08174789,1
283864,cg15333277,1
224169,cg11972554,1
326716,cg17935813,1
103762,cg05215830,1
389305,cg21918026,1
248689,cg13483413,1
473080,cg27111678,1
469470,cg26905261,1
154530,cg07950216,1
359245,cg19938277,1
359502,cg19954471,1
223178,cg11914761,1
122634,cg06250423,1
323316,cg17725461,1
335907,cg18479082,1
243985,cg13229363,1
402102,cg22795123,1
29197,cg01405143,1
56765,cg02787560,1
61678,cg03029734,1
473012,cg27108949,1
51580,cg02532518,1
434057,cg24738311,1
120192,cg06106737,1
414319,cg23523668,1
396896,cg22453634,1
27779,cg01332870,1
208090,cg11011512,1
181708,cg09475796,1
209523,cg11100581,1
123313,cg06294376,1
277461,cg14928241,1
79585,cg03957884,1
216478,cg11529250,1
395804,cg22371362,1
396138,cg22390633,1
73560,cg03638120,1
340760,cg18785140,1
153862,cg07914200,1
262101,cg14129786,1
95082,cg04765285,1
29256,cg01407875,1
325789,cg17875171,1
187596,cg09824627,1
438589,cg25014286,1
401959,cg22786756,1
1830,cg00079485,1
97498,cg04885581,1
462418,cg26503078,1
186015,cg09730955,1
426637,cg24297873,1
404937,cg22960284,1
59166,cg02909257,1
222719,cg11884778,1
467472,cg26797797,1
471027,cg26990023,1
50376,cg02473866,1
141654,cg07242178,1
479327,cg27487860,1
87079,cg04337257,1
471329,cg27009704,1
281482,cg15165230,1
463998,cg26588688,1
75117,cg03718683,1
30291,cg01454538,1
213132,cg11315081,1
225283,cg12044000,1
305397,cg16608772,1
272736,cg14646055,1
48465,cg02371408,1
375473,cg21010472,1
462766,cg26522684,1
255066,cg13790879,1
368118,cg20531872,1
457935,cg26247295,1
208891,cg11063299,1
86027,cg04282298,1
118792,cg06027691,1
413454,cg23473443,1
32380,cg01565130,1
324606,cg17809276,1
454853,cg26070020,1
468025,cg26825848,1
114845,cg05823589,1
285028,cg15409746,1
275148,cg14788242,1
98216,cg04920630,1
104847,cg05269632,1
432398,cg24648385,1
218292,cg11642501,1
453456,cg25979829,1
156892,cg08084390,1
201620,cg10620484,1
157535,cg08118140,1
235428,cg12663103,1
278962,cg15016734,1
144858,cg07424440,1
387123,cg21778654,1
143990,cg07374121,1
186450,cg09758842,1
324227,cg17785202,1
375245,cg20995977,1
307772,cg16734017,1
297344,cg16162536,1
193934,cg10180050,1
45527,cg02230650,1
51769,cg02541444,1
90876,cg04536393,1
249229,cg13507888,1
403178,cg22855441,1
89786,cg04480052,1
259225,cg13994025,1
367806,cg20509085,1
103537,cg05205074,1
134350,cg06878771,1
302444,cg16448805,1
422612,cg24037715,1
474591,cg27202210,1
156125,cg08041245,1
359062,cg19928648,1
59372,cg02918577,1
405964,cg23021268,1
443264,cg25318976,1
7167,cg00339356,1
160478,cg08269402,1
218039,cg11628574,1
351708,cg19504661,1
421550,cg23980070,1
326021,cg17888563,1
425521,cg24210280,1
111497,cg05633070,1
392110,cg22116458,1
226161,cg12088417,1
172213,cg08928038,1
169857,cg08803791,1
125945,cg06450459,1
92529,cg04621455,1
219098,cg11688768,1
379739,cg21266330,1
454325,cg26034375,1
115792,cg05876094,1
96311,cg04830124,1
484567,ch.4.37949012R,1
241466,cg13067635,1
356105,cg19759804,1
467818,cg26815688,1
432679,cg24667304,1
405976,cg23022057,1
27138,cg01298731,1
364499,cg20288617,1
151231,cg07768107,1
88154,cg04392615,1
28001,cg01345055,1
302735,cg16466270,1
213653,cg11345137,1
457417,cg26218269,1
168925,cg08745965,1
369771,cg20642138,1
457920,cg26246796,1
295352,cg16034411,1
131765,cg06757935,1
303724,cg16523675,1
334843,cg18420555,1
105936,cg05329480,1
437311,cg24933060,1
285875,cg15461663,1
295522,cg16045823,1
357135,cg19818218,1
186507,cg09761550,1
219912,cg11734772,1
120816,cg06145435,1
375842,cg21037006,1
184673,cg09649198,1
251067,cg13594903,1
392188,cg22121666,1
273322,cg14677909,1
269891,cg14511393,1
481348,cg27603630,1
116309,cg05901196,1
260419,cg14046477,1
107246,cg05389374,1
10327,cg00488260,1
202223,cg10653782,1
92921,cg04646100,1
189639,cg09938275,1
276942,cg14896926,1
59600,cg02928163,1
311234,cg16960990,1
171351,cg08879470,1
276872,cg14891209,1
65995,cg03255846,1
349867,cg19390995,1
228922,cg12255505,1
353636,cg19619405,1
436140,cg24865495,1
275893,cg14834675,1
318779,cg17421331,1
6211,cg00294885,1
423584,cg24094200,1
439552,cg25074493,1
296981,cg16138690,1
323635,cg17745291,1
415486,cg23604876,1
282693,cg15247039,1
93538,cg04679782,1
274938,cg14778622,1
177487,cg09241561,1
459608,cg26338195,1
179777,cg09367174,1
270293,cg14527639,1
369265,cg20608192,1
20475,cg00974415,1
157825,cg08130668,1
360542,cg20021513,1
393510,cg22211154,1
476862,cg27334271,1
48044,cg02351655,1
375506,cg21011913,1
5086,cg00237876,1
151986,cg07809831,1
254908,cg13783641,1
465015,cg26654790,1
125968,cg06452013,1
368010,cg20522707,1
387396,cg21796427,1
261315,cg14090409,1
187321,cg09808606,1
322557,cg17668069,1
403912,cg22896354,1
92278,cg04607867,1
102379,cg05142358,1
249051,cg13498858,1
292372,cg15853814,1
375530,cg21013431,1
215040,cg11426899,1
317180,cg17325958,1
138007,cg07064197,1
265702,cg14298924,1
286878,cg15530560,1
295766,cg16059256,1
193470,cg10155817,1
103869,cg05222794,1
170332,cg08829149,1
111702,cg05643613,1
112315,cg05675527,1
336528,cg18516898,1
36509,cg01783386,1
161868,cg08345142,1
189706,cg09941452,1
330398,cg18148512,1
171178,cg08871628,1
124433,cg06363275,1
136442,cg06983715,1
245499,cg13323553,1
382209,cg21459739,1
336609,cg18522239,1
456660,cg26169299,1
261288,cg14089425,1
26580,cg01271735,1
199514,cg10504065,1
473314,cg27125364,1
181648,cg09472928,1
195199,cg10247864,1
263818,cg14210405,1
55659,cg02732974,1
41894,cg02044327,1
134845,cg06902524,1
79065,cg03930577,1
392118,cg22117086,1
352446,cg19547459,1
480253,cg27540232,1
52721,cg02587993,1
264154,cg14223181,1
100063,cg05018023,1
80736,cg04013810,1
43929,cg02143496,1
78528,cg03899827,1
19423,cg00924052,1
76536,cg03789645,1
471549,cg27023104,1
90839,cg04533751,1
297177,cg16149226,1
105395,cg05300230,1
380539,cg21330700,1
402234,cg22800242,1
323429,cg17733824,1
461862,cg26468878,1
56250,cg02761733,1
281011,cg15135638,1
394833,cg22304068,1
447012,cg25556204,1
58990,cg02901065,1
327694,cg17999122,1
45042,cg02203761,1
320342,cg17512868,1
279880,cg15071166,1
143696,cg07356534,1
187389,cg09813226,1
220336,cg11757124,1
389266,cg21915742,1
451943,cg25882380,1
422379,cg24026230,1
454339,cg26035071,1
97934,cg04906797,1
243613,cg13208584,1
246586,cg13385016,1
68820,cg03401379,1
340861,cg18790646,1
335081,cg18433519,1
36595,cg01787735,1
255565,cg13813086,1
270514,cg14537430,1
243296,cg13188120,1
203494,cg10734432,1
214528,cg11399319,1
204767,cg10810860,1
479822,cg27515671,1
126023,cg06455149,1
193561,cg10160407,1
267688,cg14400879,1
8585,cg00405825,1
431229,cg24576995,1
296173,cg16087541,1
455124,cg26086607,1
125102,cg06398636,1
377325,cg21136499,1
170295,cg08827122,1
318446,cg17400812,1
298168,cg16209161,1
392572,cg22145916,1
250277,cg13558627,1
441533,cg25203085,1
324042,cg17772793,1
162407,cg08376209,1
297757,cg16185365,1
81898,cg04077850,1
460242,cg26371226,1
285122,cg15415953,1
167643,cg08675262,1
196548,cg10328462,1
465027,cg26655294,1
212642,cg11285003,1
415528,cg23607253,1
468486,cg26850624,1
420330,cg23912024,1
343745,cg18973586,1
66923,cg03306082,1
214271,cg11384014,1
59064,cg02904285,1
262114,cg14130696,1
352124,cg19527946,1
443106,cg25310447,1
186922,cg09787442,1
409475,cg23228921,1
132602,cg06797543,1
36082,cg01763719,1
1140,cg00046336,1
278064,cg14966782,1
390841,cg22029774,1
340048,cg18744822,1
292109,cg15839431,1
134126,cg06869158,1
365246,cg20336016,1
124920,cg06387649,1
77294,cg03834023,1
162418,cg08376968,1
323717,cg17750896,1
278183,cg14973360,1
412667,cg23418968,1
394714,cg22293286,1
226768,cg12123567,1
295289,cg16030113,1
222718,cg11884711,1
62460,cg03065899,1
18524,cg00879302,1
439284,cg25054705,1
97047,cg04864453,1
4918,cg00230074,1
90553,cg04519916,1
69163,cg03420389,1
157676,cg08123749,1
325595,cg17863660,1
12808,cg00599124,1
211396,cg11212901,1
32287,cg01560685,1
298596,cg16237529,1
168610,cg08727692,1
53547,cg02628770,1
256758,cg13876921,1
48874,cg02391633,1
301219,cg16382722,1
326208,cg17900861,1
61510,cg03020916,1
470317,cg26950950,1
411728,cg23358740,1
4914,cg00229754,1
388217,cg21851282,1
396589,cg22430972,1
194152,cg10192079,1
252408,cg13660596,1
390891,cg22032521,1
110371,cg05572179,1
73133,cg03613003,1
377388,cg21140380,1
163282,cg08431447,1
400697,cg22701534,1
45011,cg02202246,1
129049,cg06620016,1
181318,cg09454438,1
308188,cg16759460,1
453983,cg26013412,1
155761,cg08021564,1
106785,cg05369166,1
188418,cg09867184,1
23213,cg01100068,1
63477,cg03123608,1
103611,cg05208572,1
394607,cg22284725,1
70176,cg03469471,1
395452,cg22348001,1
183589,cg09582314,1
38189,cg01863290,1
279392,cg15042460,1
367567,cg20491785,1
223242,cg11919271,1
374521,cg20954777,1
229566,cg12300123,1
368749,cg20571430,1
441234,cg25185525,1
295539,cg16046667,1
375999,cg21045547,1
289444,cg15679283,1
79051,cg03929901,1
87761,cg04371126,1
136125,cg06967014,1
347779,cg19252607,1
326478,cg17921295,1
328018,cg18016730,1
57849,cg02847703,1
82131,cg04090745,1
294558,cg15991503,1
160980,cg08293324,1
177434,cg09238382,1
45454,cg02227002,1
280506,cg15108048,1
438347,cg25002069,1
23844,cg01132407,1
68436,cg03381408,1
440504,cg25135198,1
440390,cg25128803,1
100413,cg05036579,1
58080,cg02857384,1
477752,cg27389908,1
251480,cg13614440,1
94727,cg04744093,1
97281,cg04875821,1
410866,cg23306089,1
219139,cg11691300,1
21519,cg01021719,1
333014,cg18306502,1
315752,cg17238176,1
39976,cg01950074,1
206512,cg10919107,1
345144,cg19066682,1
473838,cg27156980,1
